X,Y,OBJECTID,CountID,ChannelID,LocationDesc,Bound,StartDate,StartDay,StartTime,EndDate,EndDay,EndTime,ADTVolume,PctCars,PctTrucks,TwoAxleCF,ExceptType,NumChannels,ChannelNum,NumCategories,Conditions,Comment,Duration,IntervalLen,DeviceRef,LocationID,LocationClass,CountLocDesc,CountType
-13666261.3309,5722466.9793,1,10010422.CL2,500769,N LOMBARD ST E of SIMMONS RD,E,2010/01/04 00:00:00+00,MON,12:00:00,2010/01/05 00:00:00+00,TUE,23:00:00,3049,63.5,36.5,0.749,Normal Weekday,2,1,14,,15925,36,60,0022,LEG11527,NODELEG,N LOMBARD ST E/N SIMMONS RD,CLASS
-13666261.3309,5722466.9793,2,10010422.CL2,500770,N LOMBARD ST E of SIMMONS RD,W,2010/01/04 00:00:00+00,MON,12:00:00,2010/01/05 00:00:00+00,TUE,23:00:00,3409,65.6,34.4,0.773,Normal Weekday,2,2,14,,15925,36,60,0022,LEG11527,NODELEG,N LOMBARD ST E/N SIMMONS RD,CLASS
-13663904.8261,5711466.2873,3,10010421.CL1,500773,NW FRONT AVE E of 61ST AVE,N,2010/01/04 00:00:00+00,MON,13:00:00,2010/01/06 00:00:00+00,WED,14:00:00,1523,65.3,34.7,0.857,Normal Weekday,1,1,14,,,50,60,0021,LEG37236,NODELEG,NW FRONT AVE S/NW 61ST AVE,CLASS
-13663904.8261,5711466.2873,4,10010432.CL1,500776,NW FRONT AVE E of 61ST AVE,S,2010/01/04 00:00:00+00,MON,13:00:00,2010/01/06 00:00:00+00,WED,13:00:00,1450,63.3,36.7,0.781,Normal Weekday,1,1,14,,,49,60,0032,LEG37236,NODELEG,NW FRONT AVE S/NW 61ST AVE,CLASS
-13663933.6073,5711498.9549,5,10011227.CL2,500781,NW FRONT AVE N of 61ST AVE,N,2010/01/12 00:00:00+00,TUE,15:00:00,2010/01/14 00:00:00+00,THU,07:00:00,640,92.1,7.9,0.972,Normal Weekday,2,1,14,,,41,60,0027,LEG37233,NODELEG,NW FRONT AVE N/NW 61ST AVE,CLASS
-13663933.6073,5711498.9549,6,10011227.CL2,500782,NW FRONT AVE N of 61ST AVE,S,2010/01/12 00:00:00+00,TUE,15:00:00,2010/01/14 00:00:00+00,THU,07:00:00,663,93,7,0.97,Normal Weekday,2,2,14,,,41,60,0027,LEG37233,NODELEG,NW FRONT AVE N/NW 61ST AVE,CLASS
-13652793.7282,5702148.698,7,10011224.CL2,500785,SE 20TH AVE N of STEPHENS ST,N,2010/01/12 00:00:00+00,TUE,11:00:00,2010/01/15 00:00:00+00,FRI,23:00:00,2291,98,2,0.998,Normal Weekday,2,1,14,,"D 827 S/HAWTHORNE; StationID = SN:019833",85,60,0024,LEG43556,NODELEG,SE 20TH AVE N/SE STEPHENS ST,CLASS
-13652793.7282,5702148.698,8,10011224.CL2,500786,SE 20TH AVE N of STEPHENS ST,S,2010/01/12 00:00:00+00,TUE,11:00:00,2010/01/15 00:00:00+00,FRI,23:00:00,2423,97.5,2.5,0.994,Normal Weekday,2,2,14,,"D 827 S/HAWTHORNE; StationID = SN:019833",85,60,0024,LEG43556,NODELEG,SE 20TH AVE N/SE STEPHENS ST,CLASS
-13652792.1312,5701678.4774,9,10011232.CL2,500787,SE 20TH AVE S of GRANT ST,N,2010/01/12 00:00:00+00,TUE,11:00:00,2010/01/15 00:00:00+00,FRI,23:00:00,1707,97.8,2.2,0.996,Normal Weekday,2,1,14,,G 1843 S/HAWTHORNE,85,60,0032,LEG43619,NODELEG,SE 20TH AVE S/SE GRANT ST,CLASS
-13652792.1312,5701678.4774,10,10011232.CL2,500788,SE 20TH AVE S of GRANT ST,S,2010/01/12 00:00:00+00,TUE,11:00:00,2010/01/15 00:00:00+00,FRI,23:00:00,2341,97.8,2.2,0.998,Normal Weekday,2,2,14,,G 1843 S/HAWTHORNE,85,60,0032,LEG43619,NODELEG,SE 20TH AVE S/SE GRANT ST,CLASS
-13652793.7282,5702148.698,11,10012123.CL2,500801,SE 20TH AVE N of STEPHENS ST,N,2010/01/21 00:00:00+00,THU,14:00:00,2010/01/22 00:00:00+00,FRI,23:00:00,2281,98,2,0.997,Normal Weekday,2,1,14,,"C 665 S/HAWTHORNE; StationID = 19759",34,60,0023,LEG43556,NODELEG,SE 20TH AVE N/SE STEPHENS ST,CLASS
-13652793.7282,5702148.698,12,10012123.CL2,500802,SE 20TH AVE N of STEPHENS ST,S,2010/01/21 00:00:00+00,THU,14:00:00,2010/01/22 00:00:00+00,FRI,23:00:00,2408,97.7,2.3,0.997,Normal Weekday,2,2,14,,"C 665 S/HAWTHORNE; StationID = 19759",34,60,0023,LEG43556,NODELEG,SE 20TH AVE N/SE STEPHENS ST,CLASS
-13657097.3082,5697908.2896,13,10012136.CL2,500791,SW TERWILLIGER BLVD W of WESTWOOD DR,N,2010/01/21 00:00:00+00,THU,12:00:00,2010/01/22 00:00:00+00,FRI,23:00:00,3258,95.4,4.6,0.998,Normal Weekday,2,1,14,,"N/CHARTHOUSE D/W; StationID = SN:019756",36,60,0036,LEG75002,NODELEG,SW TERWILLIGER BLV N/SW WESTWOOD DR,CLASS
-13657097.3082,5697908.2896,14,10012136.CL2,500792,SW TERWILLIGER BLVD W of WESTWOOD DR,S,2010/01/21 00:00:00+00,THU,12:00:00,2010/01/22 00:00:00+00,FRI,23:00:00,3667,96.5,3.5,0.997,Normal Weekday,2,2,14,,"N/CHARTHOUSE D/W; StationID = SN:019756",36,60,0036,LEG75002,NODELEG,SW TERWILLIGER BLV N/SW WESTWOOD DR,CLASS
-13657097.3082,5697908.2896,15,10012336.CL2,500793,SW TERWILLIGER BLVD W of WESTWOOD DR,N,2010/01/23 00:00:00+00,SAT,00:00:00,2010/01/23 00:00:00+00,SAT,23:00:00,1445,98,2,1,Weekend/Holiday,2,1,14,,"N/CHARTHOUSE D/W SATURDAY; StationID = SN:019756",24,60,#WEEKEND,LEG75002,NODELEG,SW TERWILLIGER BLV N/SW WESTWOOD DR,CLASS
-13657097.3082,5697908.2896,16,10012336.CL2,500794,SW TERWILLIGER BLVD W of WESTWOOD DR,S,2010/01/23 00:00:00+00,SAT,00:00:00,2010/01/23 00:00:00+00,SAT,23:00:00,1622,97.6,2.4,0.999,Weekend/Holiday,2,2,14,,"N/CHARTHOUSE D/W SATURDAY; StationID = SN:019756",24,60,#WEEKEND,LEG75002,NODELEG,SW TERWILLIGER BLV N/SW WESTWOOD DR,CLASS
-13652793.7282,5702148.698,17,10012323.CL2,500803,SE 20TH AVE N of STEPHENS ST,N,2010/01/23 00:00:00+00,SAT,00:00:00,2010/01/23 00:00:00+00,SAT,23:00:00,2113,99,1,0.998,Weekend/Holiday,2,1,14,,"C 665 S/HAWTHORNE SATURDAY; StationID = 19759",24,60,#WEEKEND,LEG43556,NODELEG,SE 20TH AVE N/SE STEPHENS ST,CLASS
-13652793.7282,5702148.698,18,10012323.CL2,500804,SE 20TH AVE N of STEPHENS ST,S,2010/01/23 00:00:00+00,SAT,00:00:00,2010/01/23 00:00:00+00,SAT,23:00:00,2121,99,1,0.996,Weekend/Holiday,2,2,14,,"C 665 S/HAWTHORNE SATURDAY; StationID = 19759",24,60,#WEEKEND,LEG43556,NODELEG,SE 20TH AVE N/SE STEPHENS ST,CLASS
-13652793.7282,5702148.698,19,10012423.CL2,500805,SE 20TH AVE N of STEPHENS ST,N,2010/01/24 00:00:00+00,SUN,00:00:00,2010/01/24 00:00:00+00,SUN,23:00:00,1728,99.4,0.6,0.999,Weekend/Holiday,2,1,14,,"C 665 S/HAWTHORNE SUNDAY; StationID = 19759",24,60,#WEEKEND,LEG43556,NODELEG,SE 20TH AVE N/SE STEPHENS ST,CLASS
-13652793.7282,5702148.698,20,10012423.CL2,500806,SE 20TH AVE N of STEPHENS ST,S,2010/01/24 00:00:00+00,SUN,00:00:00,2010/01/24 00:00:00+00,SUN,23:00:00,1777,99.3,0.7,0.998,Weekend/Holiday,2,2,14,,"C 665 S/HAWTHORNE SUNDAY; StationID = 19759",24,60,#WEEKEND,LEG43556,NODELEG,SE 20TH AVE N/SE STEPHENS ST,CLASS
-13657097.3082,5697908.2896,21,10012436.CL2,500795,SW TERWILLIGER BLVD W of WESTWOOD DR,N,2010/01/24 00:00:00+00,SUN,00:00:00,2010/01/24 00:00:00+00,SUN,23:00:00,1143,99.1,0.9,1,Weekend/Holiday,2,1,14,,"N/CHARTHOUSE D/W SUNDAY; StationID = SN:019756",24,60,#WEEKEND,LEG75002,NODELEG,SW TERWILLIGER BLV N/SW WESTWOOD DR,CLASS
-13657097.3082,5697908.2896,22,10012436.CL2,500796,SW TERWILLIGER BLVD W of WESTWOOD DR,S,2010/01/24 00:00:00+00,SUN,00:00:00,2010/01/24 00:00:00+00,SUN,23:00:00,1320,98.8,1.2,1,Weekend/Holiday,2,2,14,,"N/CHARTHOUSE D/W SUNDAY; StationID = SN:019756",24,60,#WEEKEND,LEG75002,NODELEG,SW TERWILLIGER BLV N/SW WESTWOOD DR,CLASS
-13657097.3082,5697908.2896,23,10012536.CL2,500797,SW TERWILLIGER BLVD W of WESTWOOD DR,N,2010/01/25 00:00:00+00,MON,00:00:00,2010/01/26 00:00:00+00,TUE,11:00:00,3299,95.7,4.3,0.998,Normal Weekday,2,1,14,,"N/CHARTHOUSE D/W; StationID = SN:019756",36,60,0036,LEG75002,NODELEG,SW TERWILLIGER BLV N/SW WESTWOOD DR,CLASS
-13657097.3082,5697908.2896,24,10012536.CL2,500798,SW TERWILLIGER BLVD W of WESTWOOD DR,S,2010/01/25 00:00:00+00,MON,00:00:00,2010/01/26 00:00:00+00,TUE,11:00:00,3586,96.4,3.6,0.998,Normal Weekday,2,2,14,,"N/CHARTHOUSE D/W; StationID = SN:019756",36,60,0036,LEG75002,NODELEG,SW TERWILLIGER BLV N/SW WESTWOOD DR,CLASS
-13665094.3011,5715509.476,25,10020322.CL2,500817,N ST LOUIS AVE W of CENTRAL ST,N,2010/02/03 00:00:00+00,WED,14:00:00,2010/02/04 00:00:00+00,THU,13:00:00,4695,83.7,16.3,0.959,Normal Weekday,2,1,14,,8011,24,60,0022,LEG14278,NODELEG,N ST LOUIS AVE S/N CENTRAL ST,CLASS
-13665094.3011,5715509.476,26,10020322.CL2,500818,N ST LOUIS AVE W of CENTRAL ST,S,2010/02/03 00:00:00+00,WED,14:00:00,2010/02/04 00:00:00+00,THU,13:00:00,4711,84.8,15.2,0.96,Normal Weekday,2,2,14,,8011,24,60,0022,LEG14278,NODELEG,N ST LOUIS AVE S/N CENTRAL ST,CLASS
-13657272.0479,5716136.3794,27,10022334.CL2,500821,N EXPO RD N of BROADACRE ST,N,2010/02/23 00:00:00+00,TUE,14:00:00,2010/02/26 00:00:00+00,FRI,12:00:00,2044,88.7,11.3,0.997,Normal Weekday,2,1,14,,"; StationID = SN:19757",71,60,0034,LEG8715,NODELEG,N EXPO RD N/N BROADACRE RD,CLASS
-13657272.0479,5716136.3794,28,10022334.CL2,500822,N EXPO RD N of BROADACRE ST,S,2010/02/23 00:00:00+00,TUE,14:00:00,2010/02/26 00:00:00+00,FRI,12:00:00,1264,89.7,10.3,0.997,Normal Weekday,2,2,14,,"; StationID = SN:19757",71,60,0034,LEG8715,NODELEG,N EXPO RD N/N BROADACRE RD,CLASS
-13659011.8355,5696974.517,29,10030821.CL2,500823,SW CAPITOL HWY S of NEBRASKA ST,E,2010/03/08 00:00:00+00,MON,11:00:00,2010/03/10 00:00:00+00,WED,11:00:00,4003,95.7,4.3,0.996,Normal Weekday,2,1,14,,6465,49,60,0021,LEG68419,NODELEG,SW CAPITOL HWY W/SW NEBRASKA ST,CLASS
-13659011.8355,5696974.517,30,10030821.CL2,500824,SW CAPITOL HWY S of NEBRASKA ST,W,2010/03/08 00:00:00+00,MON,11:00:00,2010/03/10 00:00:00+00,WED,11:00:00,4079,95.6,4.4,0.996,Normal Weekday,2,2,14,,6465,49,60,0021,LEG68419,NODELEG,SW CAPITOL HWY W/SW NEBRASKA ST,CLASS
-13659758.4917,5696381.8021,31,10030823.CL2,500825,SW CAPITOL HWY S of TEXAS ST,N,2010/03/08 00:00:00+00,MON,12:00:00,2010/03/10 00:00:00+00,WED,11:00:00,4236,95.7,4.3,0.996,Normal Weekday,2,1,14,,"7026; StationID = 19759",48,60,0023,LEG68437,NODELEG,SW CAPITOL HWY S/SW TEXAS ST,CLASS
-13659758.4917,5696381.8021,32,10030823.CL2,500826,SW CAPITOL HWY S of TEXAS ST,S,2010/03/08 00:00:00+00,MON,12:00:00,2010/03/10 00:00:00+00,WED,11:00:00,4245,96.9,3.1,0.997,Normal Weekday,2,2,14,,"7026; StationID = 19759",48,60,0023,LEG68437,NODELEG,SW CAPITOL HWY S/SW TEXAS ST,CLASS
-13659356.7796,5696784.6287,33,10031038.CL1,500829,SW CAPITOL HWY W of 26TH AVE,W,2010/03/10 00:00:00+00,WED,13:00:00,2010/03/12 00:00:00+00,FRI,09:00:00,6902,96.2,3.8,0.995,Normal Weekday,1,1,14,,"6654; StationID = 19775",45,60,0038,LEG68421,NODELEG,SW CAPITOL HWY W/SW 26TH AVE,CLASS
-13639260.555,5699934.2316,34,10032936.CL2,500833,SE 136TH AVE S of RHONE ST,N,2010/03/29 00:00:00+00,MON,15:00:00,2010/03/31 00:00:00+00,WED,10:00:00,5130,94.5,5.5,0.995,Normal Weekday,2,1,14,,"3710; StationID = SN:019756",44,60,0036,LEG41605,NODELEG,SE 136TH AVE S/SE RHONE ST,CLASS
-13639260.555,5699934.2316,35,10032936.CL2,500834,SE 136TH AVE S of RHONE ST,S,2010/03/29 00:00:00+00,MON,15:00:00,2010/03/31 00:00:00+00,WED,10:00:00,4761,94.6,5.4,0.995,Normal Weekday,2,2,14,,"3710; StationID = SN:019756",44,60,0036,LEG41605,NODELEG,SE 136TH AVE S/SE RHONE ST,CLASS
-13639262.1354,5699209.418,36,10032920.CL2,500831,SE 136TH AVE S of CORA ST,N,2010/03/29 00:00:00+00,MON,15:00:00,2010/03/31 00:00:00+00,WED,10:00:00,4627,94.1,5.9,0.995,Normal Weekday,2,1,14,,4241,44,60,0020,LEG41613,NODELEG,SE 136TH AVE S/SE CORA ST,CLASS
-13639262.1354,5699209.418,37,10032920.CL2,500832,SE 136TH AVE S of CORA ST,S,2010/03/29 00:00:00+00,MON,15:00:00,2010/03/31 00:00:00+00,WED,10:00:00,4368,95.2,4.8,0.995,Normal Weekday,2,2,14,,4241,44,60,0020,LEG41613,NODELEG,SE 136TH AVE S/SE CORA ST,CLASS
-13641149.5704,5699857.479,38,10041931.CL2,500838,SE 119TH AVE N of RHONE ST,N,2010/04/19 00:00:00+00,MON,16:00:00,2010/04/21 00:00:00+00,WED,06:00:00,185,93.7,6.3,1,Normal Weekday,2,1,14,,3646,39,60,0031,LEG40824,NODELEG,SE 119TH AVE N/SE RHONE ST,CLASS
-13641149.5704,5699857.479,39,10041931.CL2,500839,SE 119TH AVE N of RHONE ST,S,2010/04/19 00:00:00+00,MON,16:00:00,2010/04/21 00:00:00+00,WED,06:00:00,181,95.3,4.7,0.994,Normal Weekday,2,2,14,,3646,39,60,0031,LEG40824,NODELEG,SE 119TH AVE N/SE RHONE ST,CLASS
-13643156.0127,5698963.0142,40,10042838.CL1,500844,SE HOLGATE BLVD W of 102ND AVE,E,2010/04/28 00:00:00+00,WED,16:00:00,2010/04/29 00:00:00+00,THU,15:00:00,6732,93.5,6.5,0.998,Normal Weekday,1,1,14,,"10126; StationID = 19775",24,60,0038,LEG55850,NODELEG,SE HOLGATE BLV W/SE 102ND AVE,CLASS
-13635674.3427,5696981.142,41,10042831.CL2,500840,SE JENNE RD N of BALDRY ST,N,2010/04/28 00:00:00+00,WED,13:00:00,2010/04/30 00:00:00+00,FRI,12:00:00,6400,89.5,10.5,0.989,Normal Weekday,2,1,14,,6122,48,60,0031,LEG56100,NODELEG,SE JENNE RD N/SE BALDRY ST,CLASS
-13635674.3427,5696981.142,42,10042831.CL2,500841,SE JENNE RD N of BALDRY ST,S,2010/04/28 00:00:00+00,WED,13:00:00,2010/04/30 00:00:00+00,FRI,12:00:00,5805,90.9,9.1,0.988,Normal Weekday,2,2,14,,6122,48,60,0031,LEG56100,NODELEG,SE JENNE RD N/SE BALDRY ST,CLASS
-13634937.5744,5699051.2413,43,10042836.CL2,500842,SE 174TH AVE S of NAEGELI DR,N,2010/04/28 00:00:00+00,WED,13:00:00,2010/04/30 00:00:00+00,FRI,12:00:00,6568,92.5,7.5,0.99,Normal Weekday,2,1,14,,"50 S/NAEGLI; StationID = SN:019756",48,60,0036,LEG43189,NODELEG,SE 174TH AVE S/SE NAEGLI DR,CLASS
-13634937.5744,5699051.2413,44,10042836.CL2,500843,SE 174TH AVE S of NAEGELI DR,S,2010/04/28 00:00:00+00,WED,13:00:00,2010/04/30 00:00:00+00,FRI,12:00:00,5982,92.5,7.5,0.988,Normal Weekday,2,2,14,,"50 S/NAEGLI; StationID = SN:019756",48,60,0036,LEG43189,NODELEG,SE 174TH AVE S/SE NAEGLI DR,CLASS
-13659191.7322,5696787.9024,45,10050322.CL2,500845,SW CAPITOL HWY W of 25TH AVE / VERMONT ST,E,2010/05/03 00:00:00+00,MON,15:00:00,2010/05/06 00:00:00+00,THU,10:00:00,6720,96.9,3.1,0.996,Normal Weekday,2,1,14,,6630,68,60,0022,LEG68425,NODELEG,SW CAPITOL HWY W/SW VERMONT ST,CLASS
-13659191.7322,5696787.9024,46,10050322.CL2,500846,SW CAPITOL HWY W of 25TH AVE / VERMONT ST,W,2010/05/03 00:00:00+00,MON,15:00:00,2010/05/06 00:00:00+00,THU,10:00:00,6734,96.6,3.4,0.995,Normal Weekday,2,2,14,,6630,68,60,0022,LEG68425,NODELEG,SW CAPITOL HWY W/SW VERMONT ST,CLASS
-13663190.1152,5697329.1266,47,10050431.CL2,500847,SW SHATTUCK RD N of 60TH AVE / ILLINOIS ST,N,2010/05/04 00:00:00+00,TUE,13:00:00,2010/05/06 00:00:00+00,THU,11:00:00,1721,94.5,5.5,0.986,Normal Weekday,2,1,14,,6120,47,60,0031,LEG74302,NODELEG,SW SHATTUCK RD N/SW 60TH AVE,CLASS
-13663190.1152,5697329.1266,48,10050431.CL2,500848,SW SHATTUCK RD N of 60TH AVE / ILLINOIS ST,S,2010/05/04 00:00:00+00,TUE,13:00:00,2010/05/06 00:00:00+00,THU,11:00:00,1773,95.1,4.9,0.981,Normal Weekday,2,2,14,,6120,47,60,0031,LEG74302,NODELEG,SW SHATTUCK RD N/SW 60TH AVE,CLASS
-13656527.8889,5716638.9855,49,10050620.CL2,500863,N UNION CT E of N MLK SB TO UNION CT RAMP,N,2010/05/06 00:00:00+00,THU,12:00:00,2010/05/07 00:00:00+00,FRI,23:00:00,1538,88.6,11.4,0.954,Normal Weekday,2,1,14,,300 N/DELTA PARK ENT,36,60,0020,LEG90233,NODELEG,N UNION CT N/DELTA PARK ENT,CLASS
-13656527.8889,5716638.9855,50,10050620.CL2,500864,N UNION CT E of N MLK SB TO UNION CT RAMP,S,2010/05/06 00:00:00+00,THU,12:00:00,2010/05/07 00:00:00+00,FRI,23:00:00,3239,87.3,12.7,0.945,Normal Weekday,2,2,14,,300 N/DELTA PARK ENT,36,60,0020,LEG90233,NODELEG,N UNION CT N/DELTA PARK ENT,CLASS
-13655930.3379,5716043.8195,51,10050625.CL2,500865,N UNION CT N of HAYDEN MEADOWS DR,N,2010/05/06 00:00:00+00,THU,11:00:00,2010/05/07 00:00:00+00,FRI,23:00:00,1113,84.3,15.7,0.934,Normal Weekday,2,1,14,,"300 S/DELTA PARK PARK ENT; StationID = SN:019836",37,60,0025,LEG14819,NODELEG,N UNION CT S/DELTA PARK ENTRANCE,CLASS
-13655930.3379,5716043.8195,52,10050625.CL2,500866,N UNION CT N of HAYDEN MEADOWS DR,S,2010/05/06 00:00:00+00,THU,11:00:00,2010/05/07 00:00:00+00,FRI,23:00:00,2544,85.9,14.1,0.933,Normal Weekday,2,2,14,,"300 S/DELTA PARK PARK ENT; StationID = SN:019836",37,60,0025,LEG14819,NODELEG,N UNION CT S/DELTA PARK ENTRANCE,CLASS
-13655930.3379,5716043.8195,53,10050825.CL2,500871,N UNION CT N of HAYDEN MEADOWS DR,N,2010/05/08 00:00:00+00,SAT,00:00:00,2010/05/08 00:00:00+00,SAT,23:00:00,1244,88.9,11.1,0.976,Weekend/Holiday,2,1,14,,"300 S/DELTA PARK PARK ENT SATURDAY; StationID = SN:019836",24,60,#WEEKEND,LEG14819,NODELEG,N UNION CT S/DELTA PARK ENTRANCE,CLASS
-13655930.3379,5716043.8195,54,10050825.CL2,500872,N UNION CT N of HAYDEN MEADOWS DR,S,2010/05/08 00:00:00+00,SAT,00:00:00,2010/05/08 00:00:00+00,SAT,23:00:00,3097,93.2,6.8,0.978,Weekend/Holiday,2,2,14,,"300 S/DELTA PARK PARK ENT SATURDAY; StationID = SN:019836",24,60,#WEEKEND,LEG14819,NODELEG,N UNION CT S/DELTA PARK ENTRANCE,CLASS
-13656527.8889,5716638.9855,55,10050820.CL2,500867,N UNION CT E of N MLK SB TO UNION CT RAMP,N,2010/05/08 00:00:00+00,SAT,00:00:00,2010/05/08 00:00:00+00,SAT,23:00:00,2037,93.8,6.2,0.985,Weekend/Holiday,2,1,14,,300 N/DELTA PARK ENT SATURDAY,24,60,#WEEKEND,LEG90233,NODELEG,N UNION CT N/DELTA PARK ENT,CLASS
-13656527.8889,5716638.9855,56,10050820.CL2,500868,N UNION CT E of N MLK SB TO UNION CT RAMP,S,2010/05/08 00:00:00+00,SAT,00:00:00,2010/05/08 00:00:00+00,SAT,23:00:00,4392,94.7,5.3,0.984,Weekend/Holiday,2,2,14,,300 N/DELTA PARK ENT SATURDAY,24,60,#WEEKEND,LEG90233,NODELEG,N UNION CT N/DELTA PARK ENT,CLASS
-13656527.8889,5716638.9855,57,10050920.CL2,500873,N UNION CT E of N MLK SB TO UNION CT RAMP,N,2010/05/09 00:00:00+00,SUN,00:00:00,2010/05/09 00:00:00+00,SUN,23:00:00,1302,95.1,4.9,0.985,Weekend/Holiday,2,1,14,,300 N/DELTA PARK ENT SUNDAY,24,60,#WEEKEND,LEG90233,NODELEG,N UNION CT N/DELTA PARK ENT,CLASS
-13656527.8889,5716638.9855,58,10050920.CL2,500874,N UNION CT E of N MLK SB TO UNION CT RAMP,S,2010/05/09 00:00:00+00,SUN,00:00:00,2010/05/09 00:00:00+00,SUN,23:00:00,2252,95.2,4.8,0.988,Weekend/Holiday,2,2,14,,300 N/DELTA PARK ENT SUNDAY,24,60,#WEEKEND,LEG90233,NODELEG,N UNION CT N/DELTA PARK ENT,CLASS
-13655930.3379,5716043.8195,59,10050925.CL2,500875,N UNION CT N of HAYDEN MEADOWS DR,N,2010/05/09 00:00:00+00,SUN,00:00:00,2010/05/09 00:00:00+00,SUN,23:00:00,890,92.2,7.8,0.977,Weekend/Holiday,2,1,14,,"300 S/DELTA PARK PARK ENT SUNDAY; StationID = SN:019836",24,60,#WEEKEND,LEG14819,NODELEG,N UNION CT S/DELTA PARK ENTRANCE,CLASS
-13655930.3379,5716043.8195,60,10050925.CL2,500876,N UNION CT N of HAYDEN MEADOWS DR,S,2010/05/09 00:00:00+00,SUN,00:00:00,2010/05/09 00:00:00+00,SUN,23:00:00,1856,95.2,4.8,0.986,Weekend/Holiday,2,2,14,,"300 S/DELTA PARK PARK ENT SUNDAY; StationID = SN:019836",24,60,#WEEKEND,LEG14819,NODELEG,N UNION CT S/DELTA PARK ENTRANCE,CLASS
-13667796.15,5714751.5225,61,10051137.CL2,500859,NW GERMANTOWN RD E of HARBOR BLVD,E,2010/05/11 00:00:00+00,TUE,13:00:00,2010/05/13 00:00:00+00,THU,16:00:00,3195,94.3,5.7,0.989,Normal Weekday,2,1,14,,9437,52,60,0037,LEG37272,NODELEG,NW GERMANTOWN RD E/NW HARBOR BLV,CLASS
-13667796.15,5714751.5225,62,10051137.CL2,500860,NW GERMANTOWN RD E of HARBOR BLVD,W,2010/05/11 00:00:00+00,TUE,13:00:00,2010/05/13 00:00:00+00,THU,16:00:00,2825,94.8,5.2,0.992,Normal Weekday,2,2,14,,9437,52,60,0037,LEG37272,NODELEG,NW GERMANTOWN RD E/NW HARBOR BLV,CLASS
-13667519.5112,5714640.0588,63,10051131.CL2,500849,NW GERMANTOWN RD E of ROSEWAY AVE,E,2010/05/11 00:00:00+00,TUE,13:00:00,2010/05/13 00:00:00+00,THU,15:00:00,3311,94.7,5.3,0.993,Normal Weekday,2,1,14,,9252,51,60,0031,LEG37278,NODELEG,NW GERMANTOWN RD E/NW ROSEWAY AVE,CLASS
-13667519.5112,5714640.0588,64,10051131.CL2,500850,NW GERMANTOWN RD E of ROSEWAY AVE,W,2010/05/11 00:00:00+00,TUE,13:00:00,2010/05/13 00:00:00+00,THU,15:00:00,2916,92,8,0.992,Normal Weekday,2,2,14,,9252,51,60,0031,LEG37278,NODELEG,NW GERMANTOWN RD E/NW ROSEWAY AVE,CLASS
-13645375.6784,5702181.8637,65,10051136.CL2,500857,SE MILL ST E of 82ND AVE,E,2010/05/11 00:00:00+00,TUE,14:00:00,2010/05/14 00:00:00+00,FRI,12:00:00,508,96.4,3.6,1,Normal Weekday,2,1,14,,"8523; StationID = SN:019756",71,60,0036,LEG58073,NODELEG,SE MILL ST E/SE 82ND AVE,CLASS
-13645375.6784,5702181.8637,66,10051136.CL2,500858,SE MILL ST E of 82ND AVE,W,2010/05/11 00:00:00+00,TUE,14:00:00,2010/05/14 00:00:00+00,FRI,12:00:00,496,98.3,1.7,0.998,Normal Weekday,2,2,14,,"8523; StationID = SN:019756",71,60,0036,LEG58073,NODELEG,SE MILL ST E/SE 82ND AVE,CLASS
-13644689.5313,5702183.0679,67,10051135.CL2,500853,SE MILL ST W of 89TH AVE,E,2010/05/11 00:00:00+00,TUE,15:00:00,2010/05/14 00:00:00+00,FRI,12:00:00,487,97.2,2.8,1,Normal Weekday,2,1,14,,"8815; StationID = SN:019773",70,60,0035,LEG58068,NODELEG,SE MILL ST W/SE 89TH AVE,CLASS
-13644689.5313,5702183.0679,68,10051135.CL2,500854,SE MILL ST W of 89TH AVE,W,2010/05/11 00:00:00+00,TUE,15:00:00,2010/05/14 00:00:00+00,FRI,12:00:00,433,96.9,3.1,0.999,Normal Weekday,2,2,14,,"8815; StationID = SN:019773",70,60,0035,LEG58068,NODELEG,SE MILL ST W/SE 89TH AVE,CLASS
-13644352.3143,5702179.301,69,10051144.CL2,500861,SE MILL ST W of 92ND AVE,E,2010/05/11 00:00:00+00,TUE,15:00:00,2010/05/14 00:00:00+00,FRI,12:00:00,461,97.1,2.9,0.996,Normal Weekday,2,1,14,,"9025; StationID = 19761",70,60,0044,LEG58072,NODELEG,SE MILL ST W/SE 92ND AVE,CLASS
-13644352.3143,5702179.301,70,10051144.CL2,500862,SE MILL ST W of 92ND AVE,W,2010/05/11 00:00:00+00,TUE,15:00:00,2010/05/14 00:00:00+00,FRI,12:00:00,351,95.6,4.4,1,Normal Weekday,2,2,14,,"9025; StationID = 19761",70,60,0044,LEG58072,NODELEG,SE MILL ST W/SE 92ND AVE,CLASS
-13667001.7272,5714316.4403,71,10051134.CL2,500851,NW GERMANTOWN RD W of BRIDGE AVE,E,2010/05/11 00:00:00+00,TUE,13:00:00,2010/05/13 00:00:00+00,THU,16:00:00,3322,95.1,4.9,0.994,Normal Weekday,2,1,14,,"1st HOUSE S/SIDE; StationID = SN:19757",52,60,0034,LEG37291,NODELEG,NW GERMANTOWN RD W/NW BRIDGE AVE,CLASS
