X,Y,OBJECTID,CountID,ChannelID,LocationDesc,Bound,StartDate,StartDay,StartTime,EndDate,EndDay,EndTime,ADTVolume,PctCars,PctTrucks,TwoAxleCF,ExceptType,NumChannels,ChannelNum,NumCategories,Conditions,Comment,Duration,IntervalLen,DeviceRef,LocationID,LocationClass,CountLocDesc,CountType
-13664858.7109,5714356.1294,524,11101129.CL2,501479,N WILLAMETTE BLVD E of CHARLESTON AVE,E,2011/10/11 00:00:00+00,TUE,13:00:00,2011/10/14 00:00:00+00,FRI,11:00:00,1296,94.8,5.2,0.998,Normal Weekday,2,1,14,,8231,71,60,0029,LEG15622,NODELEG,N WILLAMETTE BLV E/N CHARLESTON AVE,CLASS
-13664858.7109,5714356.1294,525,11101129.CL2,501480,N WILLAMETTE BLVD E of CHARLESTON AVE,W,2011/10/11 00:00:00+00,TUE,13:00:00,2011/10/14 00:00:00+00,FRI,11:00:00,1646,97,3,0.999,Normal Weekday,2,2,14,,8231,71,60,0029,LEG15622,NODELEG,N WILLAMETTE BLV E/N CHARLESTON AVE,CLASS
-13650236.7527,5706585.3922,526,11101721.CL2,501481,NE TILLAMOOK ST W of 40TH AVE,E,2011/10/17 00:00:00+00,MON,11:00:00,2011/10/21 00:00:00+00,FRI,09:00:00,2440,96.9,3.1,0.997,Normal Weekday,2,1,14,,3941,95,60,0021,LEG34564,NODELEG,NE TILLAMOOK ST W/NE 40TH AVE,CLASS
-13650236.7527,5706585.3922,527,11101721.CL2,501482,NE TILLAMOOK ST W of 40TH AVE,W,2011/10/17 00:00:00+00,MON,11:00:00,2011/10/21 00:00:00+00,FRI,09:00:00,2185,97.5,2.5,0.997,Normal Weekday,2,2,14,,3941,95,60,0021,LEG34564,NODELEG,NE TILLAMOOK ST W/NE 40TH AVE,CLASS
-13654293.5664,5707295.8686,528,11102435.CL2,501485,NE 7TH AVE N of KNOTT ST,N,2011/10/24 00:00:00+00,MON,14:00:00,2011/10/27 00:00:00+00,THU,07:00:00,1976,98.4,1.6,0.998,Normal Weekday,2,1,14,,"A 2709; StationID = SN:019773",66,60,0035,LEG23407,NODELEG,NE 7TH AVE N/NE KNOTT ST,CLASS
-13654293.5664,5707295.8686,529,11102435.CL2,501486,NE 7TH AVE N of KNOTT ST,S,2011/10/24 00:00:00+00,MON,14:00:00,2011/10/27 00:00:00+00,THU,07:00:00,2092,97.4,2.6,0.994,Normal Weekday,2,2,14,,"A 2709; StationID = SN:019773",66,60,0035,LEG23407,NODELEG,NE 7TH AVE N/NE KNOTT ST,CLASS
-13654292.3703,5707553.7387,530,11102431.CL2,501483,NE 7TH AVE N of STANTON ST,N,2011/10/24 00:00:00+00,MON,15:00:00,2011/10/28 00:00:00+00,FRI,13:00:00,1816,97.9,2.1,0.999,Normal Weekday,2,1,14,,C 2936,95,60,0031,LEG23405,NODELEG,NE 7TH AVE N/NE STANTON ST,CLASS
-13654292.3703,5707553.7387,531,11102431.CL2,501484,NE 7TH AVE N of STANTON ST,S,2011/10/24 00:00:00+00,MON,15:00:00,2011/10/28 00:00:00+00,FRI,13:00:00,1924,98.7,1.3,0.998,Normal Weekday,2,2,14,,C 2936,95,60,0031,LEG23405,NODELEG,NE 7TH AVE N/NE STANTON ST,CLASS
-13655865.9176,5717651.9424,532,11102744.CL2,501497,N TOMAHAWK ISLAND DR W of ISLAND COVE LN,E,2011/10/27 00:00:00+00,THU,12:00:00,2011/10/28 00:00:00+00,FRI,23:00:00,1318,91,9,0.989,Normal Weekday,2,1,14,,"513; StationID = 19761",36,60,0044,LEG14695,NODELEG,N TOMAHAWK ISLAND DR W/N ISLAND COVE LN,CLASS
-13655865.9176,5717651.9424,533,11102744.CL2,501498,N TOMAHAWK ISLAND DR W of ISLAND COVE LN,W,2011/10/27 00:00:00+00,THU,12:00:00,2011/10/28 00:00:00+00,FRI,23:00:00,1310,91.7,8.3,0.984,Normal Weekday,2,2,14,,"513; StationID = 19761",36,60,0044,LEG14695,NODELEG,N TOMAHAWK ISLAND DR W/N ISLAND COVE LN,CLASS
-13657893.0542,5719033.7331,534,11102721.CL2,501506,N HAYDEN ISLAND DR W of FIR AVE,E,2011/10/27 00:00:00+00,THU,13:00:00,2011/10/28 00:00:00+00,FRI,23:00:00,1162,85.5,14.5,0.953,Normal Weekday,2,1,14,,2404,35,60,0021,LEG9699,NODELEG,N HAYDEN ISLAND DR N/N 22ND PL,CLASS
-13657893.0542,5719033.7331,535,11102721.CL2,501507,N HAYDEN ISLAND DR W of FIR AVE,W,2011/10/27 00:00:00+00,THU,13:00:00,2011/10/28 00:00:00+00,FRI,23:00:00,1139,85.7,14.3,0.947,Normal Weekday,2,2,14,,2404,35,60,0021,LEG9699,NODELEG,N HAYDEN ISLAND DR N/N 22ND PL,CLASS
-13657893.0542,5719033.7331,536,11102921.CL2,501508,N HAYDEN ISLAND DR W of FIR AVE,E,2011/10/29 00:00:00+00,SAT,00:00:00,2011/10/29 00:00:00+00,SAT,23:00:00,518,88.6,11.4,0.976,Weekend/Holiday,2,1,14,,2404 SATURDAY,24,60,#WEEKEND,LEG9699,NODELEG,N HAYDEN ISLAND DR N/N 22ND PL,CLASS
-13657893.0542,5719033.7331,537,11102921.CL2,501509,N HAYDEN ISLAND DR W of FIR AVE,W,2011/10/29 00:00:00+00,SAT,00:00:00,2011/10/29 00:00:00+00,SAT,23:00:00,517,90.2,9.8,0.971,Weekend/Holiday,2,2,14,,2404 SATURDAY,24,60,#WEEKEND,LEG9699,NODELEG,N HAYDEN ISLAND DR N/N 22ND PL,CLASS
-13655865.9176,5717651.9424,538,11102944.CL2,501499,N TOMAHAWK ISLAND DR W of ISLAND COVE LN,E,2011/10/29 00:00:00+00,SAT,00:00:00,2011/10/29 00:00:00+00,SAT,23:00:00,1368,94.7,5.3,0.993,Weekend/Holiday,2,1,14,,"513 SATURDAY; StationID = 19761",24,60,#WEEKEND,LEG14695,NODELEG,N TOMAHAWK ISLAND DR W/N ISLAND COVE LN,CLASS
-13655865.9176,5717651.9424,539,11102944.CL2,501500,N TOMAHAWK ISLAND DR W of ISLAND COVE LN,W,2011/10/29 00:00:00+00,SAT,00:00:00,2011/10/29 00:00:00+00,SAT,23:00:00,1357,94.6,5.4,0.993,Weekend/Holiday,2,2,14,,"513 SATURDAY; StationID = 19761",24,60,#WEEKEND,LEG14695,NODELEG,N TOMAHAWK ISLAND DR W/N ISLAND COVE LN,CLASS
-13655865.9176,5717651.9424,540,11103044.CL2,501501,N TOMAHAWK ISLAND DR W of ISLAND COVE LN,E,2011/10/30 00:00:00+00,SUN,00:00:00,2011/10/30 00:00:00+00,SUN,23:00:00,947,95.4,4.6,0.994,Weekend/Holiday,2,1,14,,"513 SUNDAY; StationID = 19761",24,60,#WEEKEND,LEG14695,NODELEG,N TOMAHAWK ISLAND DR W/N ISLAND COVE LN,CLASS
-13655865.9176,5717651.9424,541,11103044.CL2,501502,N TOMAHAWK ISLAND DR W of ISLAND COVE LN,W,2011/10/30 00:00:00+00,SUN,00:00:00,2011/10/30 00:00:00+00,SUN,23:00:00,1033,95.8,4.2,0.995,Weekend/Holiday,2,2,14,,"513 SUNDAY; StationID = 19761",24,60,#WEEKEND,LEG14695,NODELEG,N TOMAHAWK ISLAND DR W/N ISLAND COVE LN,CLASS
-13657893.0542,5719033.7331,542,11103021.CL2,501510,N HAYDEN ISLAND DR W of FIR AVE,E,2011/10/30 00:00:00+00,SUN,00:00:00,2011/10/30 00:00:00+00,SUN,23:00:00,311,87.7,12.3,0.99,Weekend/Holiday,2,1,14,,2404 SUNDAY,24,60,#WEEKEND,LEG9699,NODELEG,N HAYDEN ISLAND DR N/N 22ND PL,CLASS
-13657893.0542,5719033.7331,543,11103021.CL2,501511,N HAYDEN ISLAND DR W of FIR AVE,W,2011/10/30 00:00:00+00,SUN,00:00:00,2011/10/30 00:00:00+00,SUN,23:00:00,316,92.4,7.6,0.977,Weekend/Holiday,2,2,14,,2404 SUNDAY,24,60,#WEEKEND,LEG9699,NODELEG,N HAYDEN ISLAND DR N/N 22ND PL,CLASS
-13657893.0542,5719033.7331,544,11103121.CL2,501512,N HAYDEN ISLAND DR W of FIR AVE,E,2011/10/31 00:00:00+00,MON,00:00:00,2011/11/04 00:00:00+00,FRI,12:00:00,1268,85.6,14.4,0.968,Normal Weekday,2,1,14,,2404,109,60,0021,LEG9699,NODELEG,N HAYDEN ISLAND DR N/N 22ND PL,CLASS
-13657893.0542,5719033.7331,545,11103121.CL2,501513,N HAYDEN ISLAND DR W of FIR AVE,W,2011/10/31 00:00:00+00,MON,00:00:00,2011/11/04 00:00:00+00,FRI,12:00:00,1198,87.3,12.7,0.962,Normal Weekday,2,2,14,,2404,109,60,0021,LEG9699,NODELEG,N HAYDEN ISLAND DR N/N 22ND PL,CLASS
-13655865.9176,5717651.9424,546,11103144.CL2,501503,N TOMAHAWK ISLAND DR W of ISLAND COVE LN,E,2011/10/31 00:00:00+00,MON,00:00:00,2011/11/04 00:00:00+00,FRI,11:00:00,1249,91.7,8.3,0.991,Normal Weekday,2,1,14,,"513; StationID = 19761",108,60,0044,LEG14695,NODELEG,N TOMAHAWK ISLAND DR W/N ISLAND COVE LN,CLASS
-13655865.9176,5717651.9424,547,11103144.CL2,501504,N TOMAHAWK ISLAND DR W of ISLAND COVE LN,W,2011/10/31 00:00:00+00,MON,00:00:00,2011/11/04 00:00:00+00,FRI,11:00:00,1280,92.2,7.8,0.989,Normal Weekday,2,2,14,,"513; StationID = 19761",108,60,0044,LEG14695,NODELEG,N TOMAHAWK ISLAND DR W/N ISLAND COVE LN,CLASS
-13654291.8147,5707701.7375,548,11110129.CL2,501489,NE 7TH AVE N of MORRIS ST,N,2011/11/01 00:00:00+00,TUE,13:00:00,2011/11/02 00:00:00+00,WED,14:00:00,2100,98.5,1.5,0.998,Normal Weekday,2,1,14,,D 3012,26,60,0029,LEG23403,NODELEG,NE 7TH AVE N/NE MORRIS ST,CLASS
-13654291.8147,5707701.7375,549,11110129.CL2,501490,NE 7TH AVE N of MORRIS ST,S,2011/11/01 00:00:00+00,TUE,13:00:00,2011/11/02 00:00:00+00,WED,14:00:00,1778,97.8,2.2,0.998,Normal Weekday,2,2,14,,D 3012,26,60,0029,LEG23403,NODELEG,NE 7TH AVE N/NE MORRIS ST,CLASS
-13654289.9818,5708098.7567,550,11110132.CL2,501491,NE 7TH AVE N of COOK ST,N,2011/11/01 00:00:00+00,TUE,13:00:00,2011/11/02 00:00:00+00,WED,14:00:00,2154,95.9,4.1,0.994,Normal Weekday,2,1,14,,F 3303,26,60,0032,LEG23395,NODELEG,NE 7TH AVE N/NE COOK ST,CLASS
-13654289.9818,5708098.7567,551,11110132.CL2,501492,NE 7TH AVE N of COOK ST,S,2011/11/01 00:00:00+00,TUE,13:00:00,2011/11/02 00:00:00+00,WED,14:00:00,1582,96.1,3.9,0.996,Normal Weekday,2,2,14,,F 3303,26,60,0032,LEG23395,NODELEG,NE 7TH AVE N/NE COOK ST,CLASS
-13654293.0446,5707386.9108,552,11110223.CL1,501505,NE 7TH AVE S of GRAHAM ST,N,2011/11/02 00:00:00+00,WED,15:00:00,2011/11/04 00:00:00+00,FRI,13:00:00,2369,97.5,2.5,0.998,Normal Weekday,1,1,14,,"B 2747; StationID = 19759",47,60,0023,LEG23408,NODELEG,NE 7TH AVE S/NE GRAHAM ST,CLASS
-13651958.133,5699346.7571,553,11120634.CL2,501516,SE 28TH AVE N of CORA ST,N,2011/12/06 00:00:00+00,TUE,12:00:00,2011/12/08 00:00:00+00,THU,11:00:00,1401,93.3,6.7,0.996,Normal Weekday,2,1,14,,"4236; StationID = SN:19757",48,60,0034,LEG44186,NODELEG,SE 28TH AVE N/SE CORA ST,CLASS
-13651958.133,5699346.7571,554,11120634.CL2,501517,SE 28TH AVE N of CORA ST,S,2011/12/06 00:00:00+00,TUE,12:00:00,2011/12/08 00:00:00+00,THU,11:00:00,1314,92.6,7.4,0.995,Normal Weekday,2,2,14,,"4236; StationID = SN:19757",48,60,0034,LEG44186,NODELEG,SE 28TH AVE N/SE CORA ST,CLASS
-13653504.3459,5696292.3601,555,11120842.CL2,501520,SE RURAL ST E of 14TH AVE,E,2011/12/08 00:00:00+00,THU,13:00:00,2011/12/09 00:00:00+00,FRI,13:00:00,142,96.2,3.8,0.996,Normal Weekday,2,1,14,,"1423; StationID = SN:19831",25,60,0042,LEG60365,NODELEG,SE RURAL ST E/SE 14TH AVE,CLASS
-13653504.3459,5696292.3601,556,11120842.CL2,501521,SE RURAL ST E of 14TH AVE,W,2011/12/08 00:00:00+00,THU,13:00:00,2011/12/09 00:00:00+00,FRI,13:00:00,190,94.5,5.5,0.997,Normal Weekday,2,2,14,,"1423; StationID = SN:19831",25,60,0042,LEG60365,NODELEG,SE RURAL ST E/SE 14TH AVE,CLASS
-13655671.1205,5709972.3277,557,11121232.CL2,501526,N ALBERTA ST E of COMMERCIAL AVE,E,2011/12/12 00:00:00+00,MON,11:00:00,2011/12/14 00:00:00+00,WED,09:00:00,5249,95.9,4.1,0.991,Normal Weekday,2,1,14,,E,47,60,0032,LEG5890,NODELEG,N ALBERTA ST E/N COMMERCIAL AVE,CLASS
-13655671.1205,5709972.3277,558,11121232.CL2,501527,N ALBERTA ST E of COMMERCIAL AVE,W,2011/12/12 00:00:00+00,MON,11:00:00,2011/12/14 00:00:00+00,WED,09:00:00,4985,96.4,3.6,0.99,Normal Weekday,2,2,14,,E,47,60,0032,LEG5890,NODELEG,N ALBERTA ST E/N COMMERCIAL AVE,CLASS
-13655916.1188,5709962.1375,559,11121223.CL2,501524,N ALBERTA ST W of KERBY AVE,E,2011/12/12 00:00:00+00,MON,12:00:00,2011/12/15 00:00:00+00,THU,09:00:00,5436,91.8,8.2,0.985,Normal Weekday,2,1,14,,"A 622; StationID = 19759",70,60,0023,LEG5891,NODELEG,N ALBERTA ST W/N KERBY AVE,CLASS
-13655916.1188,5709962.1375,560,11121223.CL2,501525,N ALBERTA ST W of KERBY AVE,W,2011/12/12 00:00:00+00,MON,12:00:00,2011/12/15 00:00:00+00,THU,09:00:00,4949,93.6,6.4,0.988,Normal Weekday,2,2,14,,"A 622; StationID = 19759",70,60,0023,LEG5891,NODELEG,N ALBERTA ST W/N KERBY AVE,CLASS
-13659746.8604,5705666.301,561,12010332.CL2,501532,NW CORNELL RD W of SUMMIT CT,E,2012/01/03 00:00:00+00,TUE,15:00:00,2012/01/05 00:00:00+00,THU,10:00:00,4211,97.6,2.4,0.998,Normal Weekday,2,1,14,,H 2747,44,60,0032,LEG36781,NODELEG,NW CORNELL RD W/NW SUMMIT CT,CLASS
-13659746.8604,5705666.301,562,12010332.CL2,501533,NW CORNELL RD W of SUMMIT CT,W,2012/01/03 00:00:00+00,TUE,15:00:00,2012/01/05 00:00:00+00,THU,10:00:00,3763,97.8,2.2,0.997,Normal Weekday,2,2,14,,H 2747,44,60,0032,LEG36781,NODELEG,NW CORNELL RD W/NW SUMMIT CT,CLASS
-13660245.8814,5705730.2882,563,12010328.CL2,501530,NW CORNELL RD E of 30TH AVE,E,2012/01/03 00:00:00+00,TUE,16:00:00,2012/01/05 00:00:00+00,THU,11:00:00,4997,98,2,0.998,Normal Weekday,2,1,14,,"C 2966; StationID = SN:019774",44,60,0028,LEG36778,NODELEG,NW CORNELL RD E/NW 30TH AVE,CLASS
-13660245.8814,5705730.2882,564,12010328.CL2,501531,NW CORNELL RD E of 30TH AVE,W,2012/01/03 00:00:00+00,TUE,16:00:00,2012/01/05 00:00:00+00,THU,11:00:00,3656,98.1,1.9,0.998,Normal Weekday,2,2,14,,"C 2966; StationID = SN:019774",44,60,0028,LEG36778,NODELEG,NW CORNELL RD E/NW 30TH AVE,CLASS
-13640175.6101,5711340.0007,565,12011077.CL2,501534,NE MARINE DR E of 122ND AVE,E,2012/01/10 00:00:00+00,TUE,14:00:00,2012/01/13 00:00:00+00,FRI,07:00:00,5364,80.3,19.7,0.885,Normal Weekday,2,1,14,,1400 E/122ND,66,60,00000000,LEG30871,NODELEG,NE MARINE DR E/NE 122ND DR,CLASS
-13640175.6101,5711340.0007,566,12011077.CL2,501535,NE MARINE DR E of 122ND AVE,W,2012/01/10 00:00:00+00,TUE,14:00:00,2012/01/13 00:00:00+00,FRI,07:00:00,5653,81.6,18.4,0.894,Normal Weekday,2,2,14,,1400 E/122ND,66,60,00000000,LEG30871,NODELEG,NE MARINE DR E/NE 122ND DR,CLASS
-13640214.1331,5711360.3548,567,12011078.CL1,501536,NE MARINE DR W of 122ND AVE,W,2012/01/10 00:00:00+00,TUE,15:00:00,2012/01/13 00:00:00+00,FRI,08:00:00,4832,79.7,20.3,0.88,Normal Weekday,1,1,14,,5900 W/122ND,66,60,00000000,LEG30874,NODELEG,NE MARINE DR W/NE 122ND DR,CLASS
-13651718.3168,5716552.2991,568,12011087.CL1,501538,NE MARINE DR W of 33RD DR,W,2012/01/10 00:00:00+00,TUE,14:00:00,2012/01/13 00:00:00+00,FRI,08:00:00,5201,78.7,21.3,0.879,Normal Weekday,1,1,14,,2500  W/33RD DR,67,60,00000000,LEG30854,NODELEG,NE MARINE DR W/NE 33RD DR,CLASS
-13660288.8657,5705725.2419,569,12011128.CL2,501541,NW CORNELL RD W of 30TH AVE,E,2012/01/11 00:00:00+00,WED,12:00:00,2012/01/12 00:00:00+00,THU,11:00:00,5370,98.3,1.7,0.997,Normal Weekday,2,1,14,,"?; StationID = SN:019774",24,60,0028,LEG36779,NODELEG,NW CORNELL RD W/NW 30TH AVE,CLASS
-13660288.8657,5705725.2419,570,12011128.CL2,501542,NW CORNELL RD W of 30TH AVE,W,2012/01/11 00:00:00+00,WED,12:00:00,2012/01/12 00:00:00+00,THU,11:00:00,3715,96.6,3.4,0.994,Normal Weekday,2,2,14,,"?; StationID = SN:019774",24,60,0028,LEG36779,NODELEG,NW CORNELL RD W/NW 30TH AVE,CLASS
-13652613.9752,5699865.3812,571,12012429.CL2,501627,SE 22ND AVE S of BUSH ST,N,2012/01/24 00:00:00+00,TUE,11:00:00,2012/01/25 00:00:00+00,WED,11:00:00,1291,87.6,12.4,0.946,Normal Weekday,2,1,14,,3800,25,60,0029,LEG43775,NODELEG,SE 22ND AVE S/SE BUSH ST,CLASS
-13652613.9752,5699865.3812,572,12012429.CL2,501628,SE 22ND AVE S of BUSH ST,S,2012/01/24 00:00:00+00,TUE,11:00:00,2012/01/25 00:00:00+00,WED,11:00:00,1268,91.5,8.5,0.954,Normal Weekday,2,2,14,,3800,25,60,0029,LEG43775,NODELEG,SE 22ND AVE S/SE BUSH ST,CLASS
-13652180.3915,5699976.8864,573,12012421.CL1,501549,SE 26TH AVE N of RHONE ST,N,2012/01/24 00:00:00+00,TUE,12:00:00,2012/01/25 00:00:00+00,WED,11:00:00,3551,90.7,9.3,0.991,Normal Weekday,1,1,14,,3640,24,60,0021,LEG44008,NODELEG,SE 26TH AVE N/SE RHONE ST,CLASS
-13652180.3915,5699976.8864,574,12012435.CL1,501550,SE 26TH AVE N of RHONE ST,S,2012/01/24 00:00:00+00,TUE,12:00:00,2012/01/25 00:00:00+00,WED,11:00:00,3694,93.6,6.4,0.991,Normal Weekday,1,1,14,,"3640; StationID = SN:019773",24,60,0035,LEG44008,NODELEG,SE 26TH AVE N/SE RHONE ST,CLASS
-13652180.3915,5699976.8864,575,12012421.CL2,501625,SE 26TH AVE N of RHONE ST,N,2012/01/24 00:00:00+00,TUE,12:00:00,2012/01/25 00:00:00+00,WED,11:00:00,3551,90.7,9.3,0.991,Normal Weekday,2,1,14,,3640,24,60,0021,LEG44008,NODELEG,SE 26TH AVE N/SE RHONE ST,CLASS
-13652180.3915,5699976.8864,576,12012421.CL2,501626,SE 26TH AVE N of RHONE ST,S,2012/01/24 00:00:00+00,TUE,12:00:00,2012/01/25 00:00:00+00,WED,11:00:00,3694,93.6,6.4,0.991,Normal Weekday,2,2,14,,3640,24,60,0021,LEG44008,NODELEG,SE 26TH AVE N/SE RHONE ST,CLASS
-13641753.4128,5712196.9904,577,12012479.CL2,501559,NE MARINE DR W of 112TH AVE,E,2012/01/24 00:00:00+00,TUE,12:00:00,2012/01/26 00:00:00+00,THU,11:00:00,5057,76.7,23.3,0.867,Normal Weekday,2,1,14,,2500 W/122ND,48,60,00000000,LEG30860,NODELEG,NE MARINE DR W/NE 122ND DR,CLASS
-13641753.4128,5712196.9904,578,12012479.CL2,501560,NE MARINE DR W of 112TH AVE,W,2012/01/24 00:00:00+00,TUE,12:00:00,2012/01/26 00:00:00+00,THU,11:00:00,4818,77.4,22.6,0.866,Normal Weekday,2,2,14,,2500 W/122ND,48,60,00000000,LEG30860,NODELEG,NE MARINE DR W/NE 122ND DR,CLASS
-13652419.192,5699531.325,579,12012436.CL2,501629,SE GLADSTONE ST W of 24TH AVE,E,2012/01/24 00:00:00+00,TUE,11:00:00,2012/01/25 00:00:00+00,WED,11:00:00,1283,88.1,11.9,0.935,Normal Weekday,2,1,14,,"2340; StationID = SN:019756",25,60,0036,LEG54342,NODELEG,SE GLADSTONE ST W/SE 24TH AVE,CLASS
-13652419.192,5699531.325,580,12012436.CL2,501630,SE GLADSTONE ST W of 24TH AVE,W,2012/01/24 00:00:00+00,TUE,11:00:00,2012/01/25 00:00:00+00,WED,11:00:00,1201,86.8,13.2,0.949,Normal Weekday,2,2,14,,"2340; StationID = SN:019756",25,60,0036,LEG54342,NODELEG,SE GLADSTONE ST W/SE 24TH AVE,CLASS
-13655471.9926,5716764.2184,581,12012501.CL1,501551,N MARINE DR E of GANTENBEIN AVE,E,2012/01/25 00:00:00+00,WED,13:00:00,2012/01/27 00:00:00+00,FRI,11:00:00,4967,77.3,22.7,0.862,Normal Weekday,1,1,14,,2500 W/6TH DR,47,60,0001,LEG11700,NODELEG,NE MARINE DR E/NE GANTENBEIN ST,CLASS
-13655471.9926,5716764.2184,582,12012581.CL1,501558,N MARINE DR E of GANTENBEIN AVE,W,2012/01/25 00:00:00+00,WED,13:00:00,2012/01/26 00:00:00+00,THU,21:00:00,4680,77.1,22.9,0.853,Normal Weekday,1,1,14,,2500 W/6TH DR,33,60,00000000,LEG11700,NODELEG,NE MARINE DR E/NE GANTENBEIN ST,CLASS
-13652358.7882,5704788.6929,583,12012533.CL2,501556,NE GLISAN ST E of 24TH AVE,E,2012/01/25 00:00:00+00,WED,15:00:00,2012/01/26 00:00:00+00,THU,14:00:00,2730,96.6,3.4,0.997,Normal Weekday,2,1,14,,"2422; StationID = SN:019796",24,60,0033,LEG27945,NODELEG,NE GLISAN ST E/NE 24TH AVE,CLASS
-13652358.7882,5704788.6929,584,12012533.CL2,501557,NE GLISAN ST E of 24TH AVE,W,2012/01/25 00:00:00+00,WED,15:00:00,2012/01/26 00:00:00+00,THU,14:00:00,2770,95,5,0.994,Normal Weekday,2,2,14,,"2422; StationID = SN:019796",24,60,0033,LEG27945,NODELEG,NE GLISAN ST E/NE 24TH AVE,CLASS
-13649843.2509,5704779.9555,585,12012521.CL2,501554,NE GLISAN ST E of 43RD AVE,E,2012/01/25 00:00:00+00,WED,14:00:00,2012/01/27 00:00:00+00,FRI,09:00:00,5246,95.4,4.6,0.995,Normal Weekday,2,1,14,,4338,44,60,0021,LEG28049,NODELEG,NE GLISAN ST E/NE 43RD AVE,CLASS
-13649843.2509,5704779.9555,586,12012521.CL2,501555,NE GLISAN ST E of 43RD AVE,W,2012/01/25 00:00:00+00,WED,14:00:00,2012/01/27 00:00:00+00,FRI,09:00:00,4435,95,5,0.994,Normal Weekday,2,2,14,,4338,44,60,0021,LEG28049,NODELEG,NE GLISAN ST E/NE 43RD AVE,CLASS
-13650991.8161,5704785.4342,587,12012520.CL2,501552,NE GLISAN ST E of FLORAL PL,E,2012/01/25 00:00:00+00,WED,15:00:00,2012/01/26 00:00:00+00,THU,14:00:00,3431,96.7,3.3,0.998,Normal Weekday,2,1,14,,3410,24,60,0020,LEG27957,NODELEG,NE GLISAN ST E/NE FLORAL PL,CLASS
-13650991.8161,5704785.4342,588,12012520.CL2,501553,NE GLISAN ST E of FLORAL PL,W,2012/01/25 00:00:00+00,WED,15:00:00,2012/01/26 00:00:00+00,THU,14:00:00,3459,96.1,3.9,0.996,Normal Weekday,2,2,14,,3410,24,60,0020,LEG27957,NODELEG,NE GLISAN ST E/NE FLORAL PL,CLASS
-13661959.4653,5715131.0841,589,12013020.CL2,501561,N FESSENDEN ST W of GENEVA AVE,E,2012/01/30 00:00:00+00,MON,15:00:00,2012/01/31 00:00:00+00,TUE,14:00:00,2207,92.6,7.4,0.996,Normal Weekday,2,1,14,,6114,24,60,0020,LEG8949,NODELEG,N FESSENDEN ST W/N GENEVA AVE,CLASS
-13661959.4653,5715131.0841,590,12013020.CL2,501562,N FESSENDEN ST W of GENEVA AVE,W,2012/01/30 00:00:00+00,MON,15:00:00,2012/01/31 00:00:00+00,TUE,14:00:00,1987,93.7,6.3,0.996,Normal Weekday,2,2,14,,6114,24,60,0020,LEG8949,NODELEG,N FESSENDEN ST W/N GENEVA AVE,CLASS
-13651183.8945,5710571.4678,591,12013131.CL2,501565,NE 33RD AVE N of KILLINGSWORTH ST,N,2012/01/31 00:00:00+00,TUE,12:00:00,2012/02/01 00:00:00+00,WED,13:00:00,5249,95.3,4.7,0.994,Normal Weekday,2,1,14,,"5636; StationID = 0031",26,60,0031,LEG20401,NODELEG,NE 33RD AVE N/NE KILLINGSWORTH ST,CLASS
-13651183.8945,5710571.4678,592,12013131.CL2,501566,NE 33RD AVE N of KILLINGSWORTH ST,S,2012/01/31 00:00:00+00,TUE,12:00:00,2012/02/01 00:00:00+00,WED,13:00:00,5838,95.9,4.1,0.993,Normal Weekday,2,2,14,,"5636; StationID = 0031",26,60,0031,LEG20401,NODELEG,NE 33RD AVE N/NE KILLINGSWORTH ST,CLASS
-13650087.483,5707821.1062,593,12013137.CL2,501567,NE 41ST AVE N of ALAMEDA ST,N,2012/01/31 00:00:00+00,TUE,11:00:00,2012/02/01 00:00:00+00,WED,12:00:00,3178,94.4,5.6,0.997,Normal Weekday,2,1,14,,E 3206,26,60,0037,LEG21079,NODELEG,NE 41ST AVE N/NE ALAMEDA,CLASS
-13650087.483,5707821.1062,594,12013137.CL2,501568,NE 41ST AVE N of ALAMEDA ST,S,2012/01/31 00:00:00+00,TUE,11:00:00,2012/02/01 00:00:00+00,WED,12:00:00,3157,95.2,4.8,0.997,Normal Weekday,2,2,14,,E 3206,26,60,0037,LEG21079,NODELEG,NE 41ST AVE N/NE ALAMEDA,CLASS
-13642844.7199,5698767.0133,595,12013109.CL2,501563,SE 104TH AVE S of PARDEE ST,N,2012/01/31 00:00:00+00,TUE,13:00:00,2012/02/01 00:00:00+00,WED,12:00:00,1249,94.8,5.2,0.995,Normal Weekday,2,1,14,,"B 4610; StationID = 0009",24,60,0009,LEG40163,NODELEG,SE 104TH AVE S/SE PARDEE ST,CLASS
-13642844.7199,5698767.0133,596,12013109.CL2,501564,SE 104TH AVE S of PARDEE ST,S,2012/01/31 00:00:00+00,TUE,13:00:00,2012/02/01 00:00:00+00,WED,12:00:00,1235,94.5,5.5,0.993,Normal Weekday,2,2,14,,"B 4610; StationID = 0009",24,60,0009,LEG40163,NODELEG,SE 104TH AVE S/SE PARDEE ST,CLASS
-13663541.4112,5714525.2777,597,12020221.CL2,501569,N LOMBARD ST E of BURR AVE,E,2012/02/02 00:00:00+00,THU,15:00:00,2012/02/03 00:00:00+00,FRI,14:00:00,6789,94.5,5.5,0.992,Normal Weekday,2,1,14,,7217,24,60,0021,LEG11284,NODELEG,N LOMBARD ST E/N BURR AVE,CLASS
